 NAME III (version 6.5)                                          
 Run name:                   Flight14_0250
 Run time:                   04/08/2016 23:30:33.167 UTC+01:00
 Met data:                   NWP Flow.Global_Mk9_PT1 Flow; NWP Flow.Global_Mk9_PT2 Flow; NWP Flow.Global_Mk9_PT3 Flow; NWP Flow.Global_Mk9_PT4 Flow; NWP Flow.Global_Mk9_PT5 Flow; NWP Flow.Global_Mk9_PT6 Flow; NWP Flow.Global_Mk9_PT7 Flow; NWP Flow.Global_Mk9_PT8 Flow; NWP Flow.Global_Mk9_PT9 Flow; NWP Flow.Global_Mk9_PT10 Flow; NWP Flow.Global_Mk9_PT11 Flow; NWP Flow.Global_Mk9_PT12 Flow; NWP Flow.Global_Mk9_PT13 Flow; NWP Flow.Global_Mk9_PT14 Flow
 Start of release:           14/12/2015 16:57 UTC
 End of release:             14/12/2015 16:56 UTC
 Source strength:            Multiple Sources
 Release location:           Multiple Sources
 Release height:             Multiple Sources
 Run duration:               5day 0hr 1min
 X grid origin:                -203.8750    
 Y grid origin:                -89.87500    
 X grid size:                        1432
 Y grid size:                         200
 X grid resolution:            0.2500000    
 Y grid resolution:            0.2500000    
 Number of preliminary cols:            4
 Number of field cols:                  1
 
 Fields:
                        ,                        ,                        ,                        ,                     INERT,
                        ,                        ,                        ,                        ,                     Req 1,
                        ,                        ,                        ,                        ,         Air Concentration,
                        ,                        ,                        ,                        ,                   TRACER1,
                        ,                        ,                        ,                        ,                 g s / m^3,
                        ,                        ,                        ,                        ,                       low,
                        ,                        ,                        ,                        ,     No ensemble averaging,
                        ,                        ,                        ,                        ,    5day 0hr 0min integral,
                        ,                        ,                        ,                        ,   No horizontal averaging,
                        ,                        ,                        ,                        ,     No vertical averaging,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,      09/12/2015 16:56 UTC,
                        ,                        ,                        ,                        ,        Z = 100.0000 m agl,
                        ,                        ,                        ,                        ,                          ,
                 X Index,                 Y Index,            X (Lat-Long),            Y (Lat-Long),                          ,
                     678,                      54,               -34.62500,               -76.62500,             5.0745733E-08,
                     678,                      55,               -34.62500,               -76.37500,             9.6700681E-08,
                     678,                      56,               -34.62500,               -76.12500,             8.7411838E-09,
                     679,                      53,               -34.37500,               -76.87500,             7.3850193E-09,
                     679,                      54,               -34.37500,               -76.62500,             8.3609694E-07,
                     679,                      55,               -34.37500,               -76.37500,             1.1894780E-06,
                     679,                      56,               -34.37500,               -76.12500,             1.2703856E-07,
                     680,                      53,               -34.12500,               -76.87500,             4.8002622E-08,
                     680,                      54,               -34.12500,               -76.62500,             1.8703444E-06,
                     680,                      55,               -34.12500,               -76.37500,             2.2674212E-06,
                     680,                      56,               -34.12500,               -76.12500,             4.9300314E-07,
                     680,                      57,               -34.12500,               -75.87500,             1.2025304E-08,
                     681,                      53,               -33.87500,               -76.87500,             8.3081467E-08,
                     681,                      54,               -33.87500,               -76.62500,             1.5906377E-06,
                     681,                      55,               -33.87500,               -76.37500,             1.5774673E-06,
                     681,                      56,               -33.87500,               -76.12500,             8.2050644E-07,
                     681,                      57,               -33.87500,               -75.87500,             3.8366448E-08,
                     682,                      53,               -33.62500,               -76.87500,             7.2003949E-08,
                     682,                      54,               -33.62500,               -76.62500,             1.4806893E-06,
                     682,                      55,               -33.62500,               -76.37500,             8.7386593E-07,
                     682,                      56,               -33.62500,               -76.12500,             8.3682335E-07,
                     682,                      57,               -33.62500,               -75.87500,             9.9638257E-08,
                     683,                      53,               -33.37500,               -76.87500,             5.6003067E-08,
                     683,                      54,               -33.37500,               -76.62500,             1.2287728E-06,
                     683,                      55,               -33.37500,               -76.37500,             6.0927357E-07,
                     683,                      56,               -33.37500,               -76.12500,             7.9078649E-07,
                     683,                      57,               -33.37500,               -75.87500,             1.8896903E-07,
                     683,                      58,               -33.37500,               -75.62500,             1.1257948E-09,
                     684,                      53,               -33.12500,               -76.87500,             4.6156373E-08,
                     684,                      54,               -33.12500,               -76.62500,             9.7081511E-07,
                     684,                      55,               -33.12500,               -76.37500,             5.4816832E-07,
                     684,                      56,               -33.12500,               -76.12500,             6.0955244E-07,
                     684,                      57,               -33.12500,               -75.87500,             2.8975253E-07,
                     684,                      58,               -33.12500,               -75.62500,             5.6289737E-09,
                     685,                      53,               -32.87500,               -76.87500,             3.9386762E-08,
                     685,                      54,               -32.87500,               -76.62500,             7.6420724E-07,
                     685,                      55,               -32.87500,               -76.37500,             6.2054579E-07,
                     685,                      56,               -32.87500,               -76.12500,             4.9416860E-07,
                     685,                      57,               -32.87500,               -75.87500,             3.8881836E-07,
                     685,                      58,               -32.87500,               -75.62500,             1.7449821E-08,
                     686,                      52,               -32.62500,               -77.12500,             1.8814550E-09,
                     686,                      53,               -32.62500,               -76.87500,             3.1386328E-08,
                     686,                      54,               -32.62500,               -76.62500,             4.5671189E-07,
                     686,                      55,               -32.62500,               -76.37500,             9.1005268E-07,
