 NAME III (version 6.5)                                          
 Run name:                   Flight12_033
 Run time:                   04/08/2016 13:35:10.205 UTC+01:00
 Met data:                   NWP Flow.Global_Mk9_PT1 Flow; NWP Flow.Global_Mk9_PT2 Flow; NWP Flow.Global_Mk9_PT3 Flow; NWP Flow.Global_Mk9_PT4 Flow; NWP Flow.Global_Mk9_PT5 Flow; NWP Flow.Global_Mk9_PT6 Flow; NWP Flow.Global_Mk9_PT7 Flow; NWP Flow.Global_Mk9_PT8 Flow; NWP Flow.Global_Mk9_PT9 Flow; NWP Flow.Global_Mk9_PT10 Flow; NWP Flow.Global_Mk9_PT11 Flow; NWP Flow.Global_Mk9_PT12 Flow; NWP Flow.Global_Mk9_PT13 Flow; NWP Flow.Global_Mk9_PT14 Flow
 Start of release:           12/12/2015 15:45 UTC
 End of release:             12/12/2015 15:44 UTC
 Source strength:            Multiple Sources
 Release location:           Multiple Sources
 Release height:             Multiple Sources
 Run duration:               5day 0hr 1min
 X grid origin:                -203.8750    
 Y grid origin:                -89.87500    
 X grid size:                        1432
 Y grid size:                         200
 X grid resolution:            0.2500000    
 Y grid resolution:            0.2500000    
 Number of preliminary cols:            4
 Number of field cols:                  1
 
 Fields:
                        ,                        ,                        ,                        ,                     INERT,
                        ,                        ,                        ,                        ,                     Req 1,
                        ,                        ,                        ,                        ,         Air Concentration,
                        ,                        ,                        ,                        ,                   TRACER1,
                        ,                        ,                        ,                        ,                 g s / m^3,
                        ,                        ,                        ,                        ,                       low,
                        ,                        ,                        ,                        ,     No ensemble averaging,
                        ,                        ,                        ,                        ,    5day 0hr 0min integral,
                        ,                        ,                        ,                        ,   No horizontal averaging,
                        ,                        ,                        ,                        ,     No vertical averaging,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,      07/12/2015 15:44 UTC,
                        ,                        ,                        ,                        ,        Z = 100.0000 m agl,
                        ,                        ,                        ,                        ,                          ,
                 X Index,                 Y Index,            X (Lat-Long),            Y (Lat-Long),                          ,
                     718,                      58,               -24.62500,               -75.62500,             5.6289740E-10,
                     719,                      59,               -24.37500,               -75.37500,             1.6603710E-09,
                     720,                      59,               -24.12500,               -75.37500,             2.7672846E-09,
                     720,                      60,               -24.12500,               -75.12500,             5.4438581E-10,
                     721,                      59,               -23.87500,               -75.37500,             3.3207419E-09,
                     721,                      60,               -23.87500,               -75.12500,             1.6331574E-09,
                     722,                      59,               -23.62500,               -75.37500,             2.2138278E-09,
                     722,                      60,               -23.62500,               -75.12500,             4.3550865E-09,
                     723,                      59,               -23.37500,               -75.37500,             2.7672846E-09,
                     723,                      60,               -23.37500,               -75.12500,             5.4438583E-09,
                     724,                      59,               -23.12500,               -75.37500,             2.7672846E-09,
                     724,                      60,               -23.12500,               -75.12500,             5.9882432E-09,
                     725,                      59,               -22.87500,               -75.37500,             3.3207415E-09,
                     725,                      60,               -22.87500,               -75.12500,             1.0343330E-08,
                     726,                      59,               -22.62500,               -75.37500,             5.5345695E-10,
                     726,                      60,               -22.62500,               -75.12500,             1.1432101E-08,
                     727,                      59,               -22.37500,               -75.37500,             5.5345695E-10,
                     727,                      60,               -22.37500,               -75.12500,             1.1432102E-08,
                     728,                      60,               -22.12500,               -75.12500,             1.1976487E-08,
                     729,                      60,               -21.87500,               -75.12500,             1.3609644E-08,
                     729,                      61,               -21.87500,               -74.87500,             1.6067376E-09,
                     730,                      60,               -21.62500,               -75.12500,             1.0887716E-08,
                     730,                      61,               -21.62500,               -74.87500,             1.6067376E-09,
                     731,                      60,               -21.37500,               -75.12500,             7.6214004E-09,
                     731,                      61,               -21.37500,               -74.87500,             3.7490548E-09,
                     732,                      60,               -21.12500,               -75.12500,             1.0343330E-08,
                     732,                      61,               -21.12500,               -74.87500,             8.0336884E-09,
                     733,                      60,               -20.87500,               -75.12500,             6.5326295E-09,
                     733,                      61,               -20.87500,               -74.87500,             9.6404253E-09,
                     734,                      60,               -20.62500,               -75.12500,             4.8994719E-09,
                     734,                      61,               -20.62500,               -74.87500,             1.2853901E-08,
                     735,                      60,               -20.37500,               -75.12500,             2.7219289E-09,
                     735,                      61,               -20.37500,               -74.87500,             1.2318322E-08,
                     736,                      60,               -20.12500,               -75.12500,             2.7219289E-09,
                     736,                      61,               -20.12500,               -74.87500,             1.7674115E-08,
                     736,                      62,               -20.12500,               -74.62500,             5.2708016E-10,
                     737,                      60,               -19.87500,               -75.12500,             1.0887716E-09,
                     737,                      61,               -19.87500,               -74.87500,             2.2494326E-08,
                     737,                      62,               -19.87500,               -74.62500,             1.5812405E-09,
                     738,                      60,               -19.62500,               -75.12500,             5.4438581E-10,
                     738,                      61,               -19.62500,               -74.87500,             1.7138534E-08,
                     738,                      62,               -19.62500,               -74.62500,             4.2166413E-09,
                     739,                      60,               -19.37500,               -75.12500,             1.0887716E-09,
                     739,                      61,               -19.37500,               -74.87500,             1.7138536E-08,
