 NAME III (version 6.5)                                          
 Run name:                   Flight4_085
 Run time:                   31/07/2016 19:00:01.154 UTC+01:00
 Met data:                   NWP Flow.Global_Mk9_PT1 Flow; NWP Flow.Global_Mk9_PT2 Flow; NWP Flow.Global_Mk9_PT3 Flow; NWP Flow.Global_Mk9_PT4 Flow; NWP Flow.Global_Mk9_PT5 Flow; NWP Flow.Global_Mk9_PT6 Flow; NWP Flow.Global_Mk9_PT7 Flow; NWP Flow.Global_Mk9_PT8 Flow; NWP Flow.Global_Mk9_PT9 Flow; NWP Flow.Global_Mk9_PT10 Flow; NWP Flow.Global_Mk9_PT11 Flow; NWP Flow.Global_Mk9_PT12 Flow; NWP Flow.Global_Mk9_PT13 Flow; NWP Flow.Global_Mk9_PT14 Flow
 Start of release:           04/12/2015 01:24 UTC
 End of release:             04/12/2015 01:23 UTC
 Source strength:            Multiple Sources
 Release location:           Multiple Sources
 Release height:             Multiple Sources
 Run duration:               5day 0hr 1min
 X grid origin:                -203.8750    
 Y grid origin:                -89.87500    
 X grid size:                        1432
 Y grid size:                         200
 X grid resolution:            0.2500000    
 Y grid resolution:            0.2500000    
 Number of preliminary cols:            4
 Number of field cols:                  1
 
 Fields:
                        ,                        ,                        ,                        ,                     INERT,
                        ,                        ,                        ,                        ,                     Req 1,
                        ,                        ,                        ,                        ,         Air Concentration,
                        ,                        ,                        ,                        ,                   TRACER1,
                        ,                        ,                        ,                        ,                 g s / m^3,
                        ,                        ,                        ,                        ,                       low,
                        ,                        ,                        ,                        ,     No ensemble averaging,
                        ,                        ,                        ,                        ,    5day 0hr 0min integral,
                        ,                        ,                        ,                        ,   No horizontal averaging,
                        ,                        ,                        ,                        ,     No vertical averaging,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,      29/11/2015 01:23 UTC,
                        ,                        ,                        ,                        ,        Z = 100.0000 m agl,
                        ,                        ,                        ,                        ,                          ,
                 X Index,                 Y Index,            X (Lat-Long),            Y (Lat-Long),                          ,
                     209,                      82,               -151.8750,               -69.62500,             4.0138495E-10,
                     214,                      81,               -150.6250,               -69.87500,             4.0616577E-10,
                     214,                      88,               -150.6250,               -68.12500,             3.7507233E-10,
                     216,                      81,               -150.1250,               -69.87500,             4.0616577E-10,
                     219,                      88,               -149.3750,               -68.12500,             3.7507233E-10,
                     220,                      87,               -149.1250,               -68.37500,             3.7920148E-10,
                     221,                      85,               -148.8750,               -68.87500,             3.8775341E-10,
                     223,                      90,               -148.3750,               -67.62500,             3.6710437E-10,
                     227,                      83,               -147.3750,               -69.37500,             3.9671533E-10,
                     227,                      84,               -147.3750,               -69.12500,             3.9218317E-10,
                     228,                      90,               -147.1250,               -67.62500,             3.6710437E-10,
                     229,                      90,               -146.8750,               -67.62500,             3.6710437E-10,
                     230,                      83,               -146.6250,               -69.37500,             3.9671533E-10,
                     232,                      84,               -146.1250,               -69.12500,             3.9218317E-10,
                     235,                      89,               -145.3750,               -67.87500,             3.7104558E-10,
                     236,                      83,               -145.1250,               -69.37500,             3.9671533E-10,
                     236,                      85,               -145.1250,               -68.87500,             3.8775341E-10,
                     237,                      85,               -144.8750,               -68.87500,             3.8775341E-10,
                     238,                      85,               -144.6250,               -68.87500,             3.8775341E-10,
                     239,                      85,               -144.3750,               -68.87500,             3.8775341E-10,
                     239,                      86,               -144.3750,               -68.62500,             3.8343698E-10,
                     240,                      86,               -144.1250,               -68.62500,             3.8343698E-10,
                     241,                      87,               -143.8750,               -68.37500,             3.7920148E-10,
                     241,                      88,               -143.8750,               -68.12500,             3.7507233E-10,
                     242,                      84,               -143.6250,               -69.12500,             3.9218317E-10,
                     242,                      86,               -143.6250,               -68.62500,             3.8343698E-10,
                     242,                      89,               -143.6250,               -67.87500,             3.7104558E-10,
                     243,                      85,               -143.3750,               -68.87500,             3.8775341E-10,
                     243,                      86,               -143.3750,               -68.62500,             3.8343698E-10,
                     243,                      88,               -143.3750,               -68.12500,             3.7507233E-10,
                     244,                      86,               -143.1250,               -68.62500,             3.8343698E-10,
                     245,                      84,               -142.8750,               -69.12500,             1.1765496E-09,
                     245,                      86,               -142.8750,               -68.62500,             3.8343698E-10,
                     246,                      90,               -142.6250,               -67.62500,             3.6710437E-10,
                     247,                      85,               -142.3750,               -68.87500,             3.8775341E-10,
                     249,                      85,               -141.8750,               -68.87500,             3.8775341E-10,
                     250,                      88,               -141.6250,               -68.12500,             7.5014467E-10,
                     251,                      90,               -141.3750,               -67.62500,             3.6710437E-10,
                     251,                      91,               -141.3750,               -67.37500,             3.6327183E-10,
                     252,                      89,               -141.1250,               -67.87500,             3.7104558E-10,
                     253,                      79,               -140.8750,               -70.37500,             4.1607751E-10,
                     254,                      86,               -140.6250,               -68.62500,             3.8343698E-10,
                     254,                      89,               -140.6250,               -67.87500,             3.7104558E-10,
                     255,                      85,               -140.3750,               -68.87500,             3.8775341E-10,
